0,1,2,3,4,5,6,7,8,9,10
berries,specialty bar,,,,,,,,,
citrus fruit,newspapers,candy,,,,,,,,
sausage,pastry,,,,,,,,,
hygiene articles,root vegetables,soda,pastry,,,,,,,
sugar,bottled water,,,,,,,,,
citrus fruit,root vegetables,,,,,,,,,
processed cheese,whole milk,,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
citrus fruit,pastry,,,,,,,,,
canned beer,rolls/buns,,,,,,,,,
butter,margarine,,,,,,,,,
coffee,pastry,,,,,,,,,
pork,coffee,,,,,,,,,
sweet spreads,white wine,,,,,,,,,
tropical fruit,UHT-milk,butter milk,,,,,,,,
chicken,pasta,,,,,,,,,
ham,whole milk,sliced cheese,baking powder,,,,,,,
meat,butter milk,,,,,,,,,
UHT-milk,salty snack,,,,,,,,,
whole milk,curd,,,,,,,,,
margarine,rolls/buns,,,,,,,,,
ham,berries,,,,,,,,,
white wine,fruit/vegetable juice,,,,,,,,,
sweet spreads,berries,butter milk,pip fruit,soda,other vegetables,fruit/vegetable juice,whole milk,,,
grapes,frozen vegetables,,,,,,,,,
pet care,brown bread,,,,,,,,,
whole milk,cream cheese ,,,,,,,,,
rolls/buns,rolls/buns,,,,,,,,,
sausage,soda,curd,house keeping products,,,,,,,
ketchup,potato products,,,,,,,,,
UHT-milk,soft cheese,,,,,,,,,
soda,pip fruit,pasta,,,,,,,,
finished products,whole milk,,,,,,,,,
meat,canned beer,,,,,,,,,
ice cream,pasta,,,,,,,,,
chicken,curd,,,,,,,,,
frankfurter,citrus fruit,bottled water,fruit/vegetable juice,,,,,,,
pork,root vegetables,,,,,,,,,
hard cheese,sweet spreads,,,,,,,,,
hard cheese,salty snack,,,,,,,,,
beef,domestic eggs,,,,,,,,,
pork,whole milk,domestic eggs,,,,,,,,
citrus fruit,shopping bags,,,,,,,,,
chocolate,frozen meals,,,,,,,,,
brandy,domestic eggs,,,,,,,,,
sugar,whole milk,,,,,,,,,
beef,rolls/buns,,,,,,,,,
pork,yogurt,,,,,,,,,
beef,whole milk,,,,,,,,,
brown bread,coffee,,,,,,,,,
mustard,brown bread,,,,,,,,,
pip fruit,frankfurter,whole milk,cream cheese ,,,,,,,
root vegetables,candles,,,,,,,,,
sugar,seasonal products,,,,,,,,,
pastry,pickled vegetables,,,,,,,,,
pip fruit,other vegetables,,,,,,,,,
citrus fruit,other vegetables,,,,,,,,,
butter milk,margarine,,,,,,,,,
whole milk,white bread,newspapers,,,,,,,,
frankfurter,red/blush wine,rolls/buns,,,,,,,,
tropical fruit,UHT-milk,napkins,whole milk,,,,,,,
white bread,seasonal products,,,,,,,,,
yogurt,root vegetables,,,,,,,,,
citrus fruit,baking powder,,,,,,,,,
bottled water,whole milk,,,,,,,,,
sausage,whole milk,,,,,,,,,
root vegetables,frozen dessert,oil,,,,,,,,
specialty bar,bottled beer,,,,,,,,,
beef,hamburger meat,newspapers,rum,meat spreads,whipped/sour cream,,,,,
other vegetables,bottled water,,,,,,,,,
tropical fruit,hygiene articles,,,,,,,,,
other vegetables,shopping bags,shopping bags,,,,,,,,
canned beer,ham,,,,,,,,,
beef,male cosmetics,,,,,,,,,
specialty chocolate,herbs,,,,,,,,,
hamburger meat,bottled water,,,,,,,,,
specialty cheese,yogurt,,,,,,,,,
pork,napkins,,,,,,,,,
beverages,fruit/vegetable juice,,,,,,,,,
margarine,bottled water,,,,,,,,,
dessert,herbs,waffles,,,,,,,,
chicken,frozen meals,,,,,,,,,
butter,newspapers,,,,,,,,,
salty snack,sugar,,,,,,,,,
oil,misc. beverages,,,,,,,,,
frankfurter,UHT-milk,,,,,,,,,
tropical fruit,skin care,,,,,,,,,
chicken,butter,,,,,,,,,
whole milk,fruit/vegetable juice,,,,,,,,,
whole milk,yogurt,,,,,,,,,
bottled water,frankfurter,curd,butter milk,,,,,,,
other vegetables,chicken,onions,rolls/buns,spices,other vegetables,,,,,
soft cheese,specialty cheese,,,,,,,,,
pip fruit,candy,,,,,,,,,
other vegetables,whole milk,,,,,,,,,
ham,other vegetables,,,,,,,,,
frozen meals,abrasive cleaner,,,,,,,,,
bottled beer,white bread,,,,,,,,,
turkey,soda,rolls/buns,,,,,,,,
citrus fruit,long life bakery product,,,,,,,,,
sliced cheese,pasta,,,,,,,,,
canned beer,brown bread,herbs,pastry,,,,,,,
chicken,butter milk,,,,,,,,,
meat,sausage,baking powder,pastry,,,,,,,
photo/film,grapes,,,,,,,,,
yogurt,newspapers,,,,,,,,,
whole milk,soda,soda,,,,,,,,
frankfurter,soda,other vegetables,rolls/buns,rolls/buns,,,,,,
whole milk,root vegetables,,,,,,,,,
yogurt,processed cheese,,,,,,,,,
frozen meals,brown bread,other vegetables,curd cheese,,,,,,,
whole milk,bottled water,whole milk,,,,,,,,
sliced cheese,chocolate,,,,,,,,,
pasta,cream cheese ,,,,,,,,,
chewing gum,condensed milk,,,,,,,,,
sausage,chocolate,,,,,,,,,
rolls/buns,white bread,,,,,,,,,
tropical fruit,cream cheese ,,,,,,,,,
soap,brown bread,,,,,,,,,
pickled vegetables,frozen vegetables,,,,,,,,,
canned beer,curd,,,,,,,,,
curd,whole milk,,,,,,,,,
frankfurter,sliced cheese,,,,,,,,,
pork,canned beer,whole milk,rolls/buns,,,,,,,
sausage,meat spreads,domestic eggs,,,,,,,,
fruit/vegetable juice,other vegetables,,,,,,,,,
chicken,citrus fruit,whole milk,berries,instant coffee,,,,,,
ice cream,pork,,,,,,,,,
coffee,dessert,,,,,,,,,
pork,yogurt,whole milk,,,,,,,,
root vegetables,pastry,soda,,,,,,,,
soda,specialty bar,tidbits,,,,,,,,
whole milk,tropical fruit,chocolate,,,,,,,,
root vegetables,rolls/buns,,,,,,,,,
soda,beverages,,,,,,,,,
rolls/buns,pickled vegetables,,,,,,,,,
citrus fruit,ham,canned beer,frozen vegetables,tropical fruit,other vegetables,yogurt,whole milk,onions,,
finished products,frozen vegetables,,,,,,,,,
soda,bottled water,,,,,,,,,
soda,sausage,UHT-milk,soda,rolls/buns,,,,,,
oil,cake bar,,,,,,,,,
whole milk,root vegetables,,,,,,,,,
fruit/vegetable juice,other vegetables,,,,,,,,,
beef,yogurt,,,,,,,,,
coffee,bottled beer,,,,,,,,,
beef,whipped/sour cream,,,,,,,,,
artif. sweetener,bottled water,butter milk,butter,soda,,,,,,
ham,yogurt,,,,,,,,,
fish,soda,bottled beer,bottled beer,,,,,,,
misc. beverages,frozen meals,,,,,,,,,
citrus fruit,other vegetables,,,,,,,,,
dessert,semi-finished bread,,,,,,,,,
spices,cookware,,,,,,,,,
hamburger meat,red/blush wine,salty snack,,,,,,,,
citrus fruit,soda,herbs,oil,,,,,,,
citrus fruit,whole milk,,,,,,,,,
rolls/buns,seasonal products,,,,,,,,,
pork,soda,canned vegetables,,,,,,,,
napkins,whole milk,chocolate marshmallow,,,,,,,,
beef,other vegetables,,,,,,,,,
beef,yogurt,,,,,,,,,
meat,other vegetables,,,,,,,,,
rolls/buns,bottled water,,,,,,,,,
canned beer,newspapers,shopping bags,,,,,,,,
cream cheese ,cream cheese ,,,,,,,,,
ice cream,chicken,rolls/buns,whole milk,,,,,,,
beef,specialty chocolate,,,,,,,,,
sausage,rolls/buns,,,,,,,,,
cream cheese ,newspapers,,,,,,,,,
misc. beverages,pet care,,,,,,,,,
liquor (appetizer),tropical fruit,,,,,,,,,
yogurt,bottled beer,,,,,,,,,
tropical fruit,butter milk,brown bread,,,,,,,,
tropical fruit,yogurt,,,,,,,,,
flower (seeds),white wine,,,,,,,,,
packaged fruit/vegetables,yogurt,bottled beer,,,,,,,,
tropical fruit,fruit/vegetable juice,,,,,,,,,
pasta,hamburger meat,frozen meals,domestic eggs,,,,,,,
other vegetables,tropical fruit,,,,,,,,,
sausage,pip fruit,,,,,,,,,
cream cheese ,soft cheese,,,,,,,,,
onions,whipped/sour cream,red/blush wine,,,,,,,,
curd,citrus fruit,,,,,,,,,
butter milk,bottled water,shopping bags,,,,,,,,
specialty bar,candles,,,,,,,,,
canned beer,bottled beer,yogurt,fruit/vegetable juice,,,,,,,
long life bakery product,fruit/vegetable juice,,,,,,,,,
onions,whipped/sour cream,,,,,,,,,
hamburger meat,coffee,,,,,,,,,
citrus fruit,butter,,,,,,,,,
whipped/sour cream,yogurt,hygiene articles,,,,,,,,
butter milk,waffles,,,,,,,,,
beverages,cream cheese ,,,,,,,,,
pastry,root vegetables,,,,,,,,,
fruit/vegetable juice,berries,,,,,,,,,
frankfurter,frozen meals,,,,,,,,,
seasonal products,herbs,spread cheese,pickled vegetables,,,,,,,
whole milk,dog food,pastry,,,,,,,,
other vegetables,brown bread,hard cheese,soda,roll products ,newspapers,,,,,
canned vegetables,napkins,,,,,,,,,
sausage,butter,,,,,,,,,
pork,margarine,sugar,,,,,,,,
bottled water,butter milk,,,,,,,,,
soda,rice,sweet spreads,,,,,,,,
chicken,beef,pork,beef,newspapers,dessert,margarine,brown bread,newspapers,,
pork,whole milk,,,,,,,,,
cake bar,pastry,butter,,,,,,,,
whole milk,berries,,,,,,,,,
coffee,soda,,,,,,,,,
shopping bags,dessert,other vegetables,bottled water,margarine,,,,,,
chicken,frozen vegetables,,,,,,,,,
whole milk,butter,,,,,,,,,
dessert,rolls/buns,,,,,,,,,
rolls/buns,dog food,,,,,,,,,
tropical fruit,tropical fruit,,,,,,,,,
sausage,butter,,,,,,,,,
sausage,bottled beer,,,,,,,,,
chocolate,white wine,newspapers,,,,,,,,
chicken,bottled water,,,,,,,,,
packaged fruit/vegetables,other vegetables,,,,,,,,,
pork,pastry,,,,,,,,,
misc. beverages,frankfurter,salt,curd,,,,,,,
waffles,semi-finished bread,,,,,,,,,
whole milk,other vegetables,other vegetables,sugar,,,,,,,
sugar,shopping bags,,,,,,,,,
sausage,white bread,,,,,,,,,
citrus fruit,beef,,,,,,,,,
pork,root vegetables,shopping bags,,,,,,,,
rolls/buns,yogurt,,,,,,,,,
other vegetables,whole milk,,,,,,,,,
berries,root vegetables,,,,,,,,,
sweet spreads,butter,,,,,,,,,
soft cheese,frozen vegetables,cream cheese ,,,,,,,,
baking powder,beef,,,,,,,,,
soda,artif. sweetener,cocoa drinks,bottled water,,,,,,,
hamburger meat,margarine,,,,,,,,,
sausage,canned beer,whipped/sour cream,,,,,,,,
bottled water,domestic eggs,frozen meals,,,,,,,,
white bread,whole milk,white bread,whole milk,newspapers,rolls/buns,canned beer,whole milk,,,
other vegetables,beef,soda,curd,butter,,,,,,
hamburger meat,frozen vegetables,cream cheese ,,,,,,,,
grapes,whole milk,frozen vegetables,,,,,,,,
beef,whipped/sour cream,,,,,,,,,
turkey,bottled water,,,,,,,,,
pork,root vegetables,root vegetables,curd,canned vegetables,cream cheese ,fruit/vegetable juice,nut snack,,,
brandy,ham,root vegetables,whole milk,,,,,,,
frankfurter,rolls/buns,salt,,,,,,,,
Instant food products,newspapers,,,,,,,,,
pip fruit,soda,,,,,,,,,
flour,flower (seeds),bottled water,,,,,,,,
coffee,coffee,,,,,,,,,
yogurt,soda,dessert,,,,,,,,
root vegetables,other vegetables,white wine,,,,,,,,
waffles,white bread,,,,,,,,,
pork,butter,napkins,seasonal products,coffee,,,,,,
soda,other vegetables,,,,,,,,,
ham,instant coffee,margarine,beef,long life bakery product,whole milk,house keeping products,semi-finished bread,,,
beef,frankfurter,other vegetables,brown bread,,,,,,,
photo/film,cream cheese ,,,,,,,,,
whole milk,domestic eggs,pasta,,,,,,,,
whole milk,mustard,,,,,,,,,
newspapers,misc. beverages,,,,,,,,,
chocolate marshmallow,soda,,,,,,,,,
pork,whole milk,,,,,,,,,
pork,meat,rolls/buns,onions,frozen vegetables,root vegetables,beverages,,,,
root vegetables,root vegetables,white wine,whipped/sour cream,abrasive cleaner,soda,,,,,
margarine,sausage,snack products,butter,whipped/sour cream,,,,,,
photo/film,bottled water,,,,,,,,,
pip fruit,soda,,,,,,,,,
whole milk,bottled water,,,,,,,,,
sausage,fruit/vegetable juice,bottled water,,,,,,,,
chicken,coffee,,,,,,,,,
soda,yogurt,,,,,,,,,
sausage,root vegetables,,,,,,,,,
root vegetables,dog food,,,,,,,,,
newspapers,hard cheese,,,,,,,,,
grapes,meat spreads,domestic eggs,,,,,,,,
pip fruit,shopping bags,,,,,,,,,
cake bar,bottled beer,,,,,,,,,
yogurt,domestic eggs,,,,,,,,,
other vegetables,whole milk,root vegetables,domestic eggs,,,,,,,
other vegetables,coffee,,,,,,,,,
processed cheese,whole milk,rolls/buns,margarine,,,,,,,
oil,butter milk,cling film/bags,pastry,,,,,,,
napkins,frozen vegetables,,,,,,,,,
sausage,rolls/buns,pot plants,snack products,,,,,,,
soda,canned vegetables,,,,,,,,,
pork,soda,,,,,,,,,
sliced cheese,whole milk,,,,,,,,,
tropical fruit,other vegetables,,,,,,,,,
chicken,soda,packaged fruit/vegetables,,,,,,,,
sliced cheese,cat food,,,,,,,,,
canned beer,fruit/vegetable juice,,,,,,,,,
cat food,ham,whipped/sour cream,canned beer,,,,,,,
herbs,yogurt,prosecco,,,,,,,,
frozen meals,other vegetables,bottled beer,,,,,,,,
canned fish,ice cream,,,,,,,,,
rolls/buns,bottled water,,,,,,,,,
sausage,bottled beer,onions,other vegetables,soda,,,,,,
canned vegetables,other vegetables,,,,,,,,,
chicken,tropical fruit,,,,,,,,,
bottled beer,hygiene articles,,,,,,,,,
whole milk,pip fruit,,,,,,,,,
tropical fruit,pip fruit,rolls/buns,,,,,,,,
citrus fruit,domestic eggs,,,,,,,,,
citrus fruit,rolls/buns,,,,,,,,,
pip fruit,bottled water,bottled water,,,,,,,,
tropical fruit,UHT-milk,,,,,,,,,
tropical fruit,shopping bags,,,,,,,,,
berries,onions,,,,,,,,,
chicken,rolls/buns,,,,,,,,,
citrus fruit,roll products ,frozen vegetables,,,,,,,,
newspapers,tropical fruit,,,,,,,,,
soda,waffles,,,,,,,,,
rolls/buns,beef,coffee,,,,,,,,
rolls/buns,hard cheese,,,,,,,,,
finished products,root vegetables,,,,,,,,,
sausage,root vegetables,,,,,,,,,
pork,whole milk,popcorn,,,,,,,,
sausage,fruit/vegetable juice,salt,,,,,,,,
frankfurter,brown bread,,,,,,,,,
chocolate,other vegetables,chocolate,pip fruit,bottled water,yogurt,pasta,shopping bags,,,
soda,seasonal products,,,,,,,,,
canned beer,whole milk,,,,,,,,,
beef,coffee,,,,,,,,,
bottled water,sugar,candy,,,,,,,,
whipped/sour cream,yogurt,,,,,,,,,
ham,whipped/sour cream,newspapers,,,,,,,,
tropical fruit,oil,,,,,,,,,
soda,whole milk,brandy,,,,,,,,
beverages,soda,,,,,,,,,
sausage,soda,candy,,,,,,,,
pip fruit,chewing gum,,,,,,,,,
soda,soda,canned beer,,,,,,,,
bottled beer,yogurt,,,,,,,,,
frozen meals,dental care,,,,,,,,,
tropical fruit,soda,whipped/sour cream,,,,,,,,
tropical fruit,bottled beer,,,,,,,,,
berries,cat food,pip fruit,specialty bar,,,,,,,
whole milk,white bread,,,,,,,,,
beef,root vegetables,,,,,,,,,
pip fruit,zwieback,,,,,,,,,
beef,napkins,,,,,,,,,
dessert,napkins,,,,,,,,,
chocolate,mustard,white bread,,,,,,,,
rolls/buns,pastry,,,,,,,,,
onions,yogurt,white bread,,,,,,,,
root vegetables,whole milk,zwieback,,,,,,,,
fruit/vegetable juice,whole milk,,,,,,,,,
sausage,brown bread,,,,,,,,,
red/blush wine,dessert,curd,rolls/buns,,,,,,,
bottled beer,bottled water,shopping bags,,,,,,,,
tropical fruit,brown bread,,,,,,,,,
sausage,frankfurter,other vegetables,bottled water,,,,,,,
whole milk,rolls/buns,jam,red/blush wine,,,,,,,
newspapers,whipped/sour cream,bottled water,curd cheese,,,,,,,
candy,candy,,,,,,,,,
newspapers,roll products ,,,,,,,,,
newspapers,domestic eggs,,,,,,,,,
bottled water,other vegetables,,,,,,,,,
other vegetables,rolls/buns,soda,,,,,,,,
hamburger meat,rolls/buns,,,,,,,,,
vinegar,rolls/buns,,,,,,,,,
pot plants,other vegetables,,,,,,,,,
root vegetables,cleaner,,,,,,,,,
sausage,sausage,pastry,tropical fruit,whole milk,white wine,sweet spreads,whole milk,,,
pork,cereals,,,,,,,,,
baking powder,soda,beverages,,,,,,,,
root vegetables,processed cheese,,,,,,,,,
beef,pip fruit,,,,,,,,,
soda,other vegetables,,,,,,,,,
fruit/vegetable juice,whole milk,,,,,,,,,
whole milk,shopping bags,,,,,,,,,
coffee,sauces,,,,,,,,,
canned beer,pip fruit,sugar,,,,,,,,
bottled beer,nut snack,,,,,,,,,
other vegetables,root vegetables,,,,,,,,,
tropical fruit,bottled water,dishes,,,,,,,,
whole milk,pip fruit,frozen vegetables,soda,,,,,,,
soda,citrus fruit,,,,,,,,,
tropical fruit,soda,rolls/buns,,,,,,,,
pork,tropical fruit,seasonal products,,,,,,,,
citrus fruit,other vegetables,,,,,,,,,
yogurt,frozen vegetables,,,,,,,,,
pip fruit,pastry,,,,,,,,,
chocolate marshmallow,salt,,,,,,,,,
pip fruit,rolls/buns,specialty chocolate,,,,,,,,
pork,cake bar,,,,,,,,,
frankfurter,whipped/sour cream,cat food,,,,,,,,
instant coffee,newspapers,,,,,,,,,
other vegetables,detergent,,,,,,,,,
sausage,other vegetables,rolls/buns,,,,,,,,
whole milk,soft cheese,soda,brown bread,,,,,,,
beef,yogurt,,,,,,,,,
shopping bags,root vegetables,,,,,,,,,
sausage,brown bread,meat spreads,,,,,,,,
tropical fruit,condensed milk,citrus fruit,whipped/sour cream,,,,,,,
root vegetables,waffles,whipped/sour cream,,,,,,,,
other vegetables,ice cream,,,,,,,,,
yogurt,other vegetables,,,,,,,,,
rolls/buns,grapes,,,,,,,,,
tropical fruit,UHT-milk,,,,,,,,,
whole milk,soft cheese,,,,,,,,,
rolls/buns,grapes,bottled beer,sausage,salty snack,Instant food products,domestic eggs,bottled water,,,
root vegetables,oil,soda,,,,,,,,
tropical fruit,whole milk,soda,curd,,,,,,,
baking powder,brown bread,,,,,,,,,
whole milk,beef,beverages,yogurt,,,,,,,
frankfurter,other vegetables,,,,,,,,,
whipped/sour cream,pastry,napkins,,,,,,,,
long life bakery product,hard cheese,,,,,,,,,
soda,bottled water,,,,,,,,,
whole milk,beef,canned beer,,,,,,,,
chicken,white wine,margarine,,,,,,,,
sausage,house keeping products,,,,,,,,,
frankfurter,soda,,,,,,,,,
white bread,domestic eggs,,,,,,,,,
whole milk,frankfurter,domestic eggs,flour,,,,,,,
whipped/sour cream,salad dressing,,,,,,,,,
rolls/buns,frozen vegetables,,,,,,,,,
soda,specialty cheese,napkins,,,,,,,,
dessert,other vegetables,long life bakery product,,,,,,,,
whole milk,shopping bags,,,,,,,,,
fruit/vegetable juice,pickled vegetables,,,,,,,,,
white wine,whole milk,,,,,,,,,
root vegetables,soups,decalcifier,,,,,,,,
misc. beverages,other vegetables,,,,,,,,,
other vegetables,bottled beer,,,,,,,,,
rolls/buns,hygiene articles,,,,,,,,,
grapes,chewing gum,curd cheese,,,,,,,,
yogurt,bottled beer,sugar,,,,,,,,
sausage,grapes,,,,,,,,,
fruit/vegetable juice,napkins,,,,,,,,,
citrus fruit,onions,,,,,,,,,
yogurt,soda,,,,,,,,,
berries,salty snack,,,,,,,,,
meat,frozen vegetables,other vegetables,,,,,,,,
rolls/buns,whipped/sour cream,,,,,,,,,
frankfurter,tropical fruit,,,,,,,,,
root vegetables,white wine,,,,,,,,,
sausage,salad dressing,,,,,,,,,
other vegetables,butter,,,,,,,,,
sausage,liquor,,,,,,,,,
chicken,hamburger meat,shopping bags,,,,,,,,
curd,frankfurter,white bread,pip fruit,waffles,,,,,,
root vegetables,butter milk,,,,,,,,,
yogurt,pot plants,,,,,,,,,
sausage,sausage,rolls/buns,sweet spreads,instant coffee,fruit/vegetable juice,long life bakery product,shopping bags,,,
pork,berries,,,,,,,,,
sausage,soda,,,,,,,,,
chicken,onions,white bread,,,,,,,,
whole milk,yogurt,pot plants,pastry,flower (seeds),pudding powder,,,,,
sliced cheese,soda,,,,,,,,,
dessert,flower (seeds),,,,,,,,,
rolls/buns,bottled beer,,,,,,,,,
whipped/sour cream,cream cheese ,,,,,,,,,
whipped/sour cream,whole milk,,,,,,,,,
specialty bar,pastry,,,,,,,,,
whole milk,root vegetables,,,,,,,,,
whole milk,other vegetables,,,,,,,,,
tropical fruit,butter,,,,,,,,,
whole milk,condensed milk,,,,,,,,,
whole milk,pastry,yogurt,pot plants,,,,,,,
whole milk,pork,,,,,,,,,
whole milk,chocolate,,,,,,,,,
sausage,yogurt,,,,,,,,,
ice cream,bottled beer,,,,,,,,,
ham,soft cheese,fruit/vegetable juice,sugar,,,,,,,
whole milk,light bulbs,,,,,,,,,
red/blush wine,whole milk,,,,,,,,,
root vegetables,curd,,,,,,,,,
other vegetables,rum,bottled water,,,,,,,,
hamburger meat,root vegetables,other vegetables,whole milk,,,,,,,
pork,shopping bags,,,,,,,,,
salty snack,frozen vegetables,,,,,,,,,
soft cheese,sliced cheese,soda,,,,,,,,
brown bread,frozen dessert,,,,,,,,,
pip fruit,hard cheese,bottled water,,,,,,,,
tropical fruit,cake bar,soda,cat food,,,,,,,
yogurt,canned beer,,,,,,,,,
tropical fruit,yogurt,,,,,,,,,
chicken,frozen dessert,,,,,,,,,
onions,pip fruit,whipped/sour cream,,,,,,,,
rolls/buns,misc. beverages,,,,,,,,,
pip fruit,hard cheese,candy,,,,,,,,
napkins,whole milk,,,,,,,,,
rolls/buns,newspapers,,,,,,,,,
prosecco,onions,,,,,,,,,
frankfurter,root vegetables,fruit/vegetable juice,margarine,,,,,,,
female sanitary products,margarine,,,,,,,,,
dessert,nut snack,bottled water,,,,,,,,
curd,newspapers,,,,,,,,,
fruit/vegetable juice,other vegetables,,,,,,,,,
whole milk,newspapers,,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
curd,yogurt,,,,,,,,,
sugar,cream cheese ,,,,,,,,,
onions,soft cheese,,,,,,,,,
canned beer,cream cheese ,,,,,,,,,
tropical fruit,butter,dog food,,,,,,,,
frankfurter,napkins,,,,,,,,,
pip fruit,dessert,sauces,,,,,,,,
waffles,beverages,,,,,,,,,
butter milk,newspapers,,,,,,,,,
pork,hygiene articles,,,,,,,,,
tropical fruit,domestic eggs,candy,sugar,,,,,,,
chicken,butter,,,,,,,,,
soda,spices,shopping bags,,,,,,,,
other vegetables,whole milk,brown bread,hard cheese,waffles,,,,,,
dessert,dental care,,,,,,,,,
canned beer,canned beer,,,,,,,,,
whole milk,root vegetables,,,,,,,,,
beef,other vegetables,,,,,,,,,
butter milk,soda,ham,bottled beer,detergent,,,,,,
bottled water,napkins,fruit/vegetable juice,hard cheese,,,,,,,
brown bread,whole milk,spread cheese,butter,fruit/vegetable juice,,,,,,
citrus fruit,candy,,,,,,,,,
citrus fruit,yogurt,,,,,,,,,
chocolate,brown bread,salty snack,,,,,,,,
citrus fruit,candy,bottled water,rolls/buns,,,,,,,
tropical fruit,pip fruit,,,,,,,,,
oil,other vegetables,,,,,,,,,
yogurt,ice cream,,,,,,,,,
root vegetables,soda,other vegetables,,,,,,,,
citrus fruit,make up remover,,,,,,,,,
sausage,rolls/buns,,,,,,,,,
other vegetables,newspapers,,,,,,,,,
ice cream,flower (seeds),,,,,,,,,
butter milk,packaged fruit/vegetables,,,,,,,,,
canned beer,whole milk,,,,,,,,,
coffee,oil,,,,,,,,,
soda,rolls/buns,,,,,,,,,
rolls/buns,napkins,ice cream,nut snack,,,,,,,
citrus fruit,beverages,,,,,,,,,
butter,processed cheese,whole milk,curd,,,,,,,
tropical fruit,citrus fruit,domestic eggs,root vegetables,,,,,,,
other vegetables,yogurt,,,,,,,,,
brown bread,male cosmetics,,,,,,,,,
root vegetables,fruit/vegetable juice,,,,,,,,,
whipped/sour cream,curd,shopping bags,,,,,,,,
other vegetables,pip fruit,,,,,,,,,
grapes,domestic eggs,,,,,,,,,
chicken,oil,,,,,,,,,
grapes,whole milk,,,,,,,,,
Instant food products,pip fruit,,,,,,,,,
tropical fruit,spread cheese,,,,,,,,,
soda,other vegetables,other vegetables,soda,,,,,,,
spread cheese,specialty chocolate,,,,,,,,,
other vegetables,cream cheese ,,,,,,,,,
margarine,fruit/vegetable juice,,,,,,,,,
tropical fruit,packaged fruit/vegetables,,,,,,,,,
whole milk,other vegetables,,,,,,,,,
meat,pip fruit,,,,,,,,,
root vegetables,salt,,,,,,,,,
light bulbs,pastry,UHT-milk,baking powder,,,,,,,
pip fruit,brown bread,oil,,,,,,,,
rolls/buns,margarine,domestic eggs,,,,,,,,
baking powder,liqueur,,,,,,,,,
frankfurter,beverages,,,,,,,,,
onions,butter,,,,,,,,,
sausage,bottled water,,,,,,,,,
